consensus_type,validator_count,offered_load_tps,validator_failure_rate,malicious_validator_ratio,throughput_tps,confirmation_latency_ms,p95_confirmation_latency_ms,consensus_success_rate,failed_tx_rate,finality_delay_ms,communication_overhead_normalized,benchmark_type
poa_like,32,200,0.1,0.0,196.67521762345547,259.9,350.865,0.775,0.22499999999999998,285.89,2.0,consensus_scalability_simulation
poa_like,32,200,0.1,0.1,0.0,802.2999975140001,1484.2549933951502,0.0,1.0,882.5299972654002,2.0,consensus_scalability_simulation
poa_like,32,200,0.1,0.25,0.0,870.099997514,1609.6849932256503,0.0,1.0,957.1099972654001,2.0,consensus_scalability_simulation
poa_like,32,200,0.2,0.0,179.09600171779235,342.35468749999995,478.8953656005859,0.5204589843750002,0.47954101562499984,376.59015625,2.0,consensus_scalability_simulation
poa_like,32,200,0.2,0.1,0.0,836.1999975140001,1546.9699933104002,0.0,1.0,919.8199972654002,2.0,consensus_scalability_simulation
poa_like,32,200,0.2,0.25,0.0,903.999997514,1672.3999931409,0.0,1.0,994.3999972654001,2.0,consensus_scalability_simulation
poa_like,32,400,0.0,0.0,325.95373845515485,315.340625,454.0412280273438,0.901171875,0.09882812500000004,346.8746875,2.0,consensus_scalability_simulation
poa_like,32,400,0.0,0.1,0.0,768.399998757,1421.53999673995,0.0,1.0,845.2399986327001,2.0,consensus_scalability_simulation
poa_like,32,400,0.0,0.25,0.0,836.199998757,1546.9699966552,0.0,1.0,919.8199986327,2.0,consensus_scalability_simulation
poa_like,32,400,0.05,0.0,289.892330278242,378.1748046875,561.9625894069671,0.7547433471679688,0.24525665283203124,415.99228515625003,2.0,consensus_scalability_simulation
poa_like,32,400,0.05,0.1,0.0,785.3499987570001,1452.8974967187626,0.0,1.0,863.8849986327002,2.0,consensus_scalability_simulation
poa_like,32,400,0.05,0.25,0.0,853.149998757,1578.3274966340125,0.0,1.0,938.4649986327001,2.0,consensus_scalability_simulation
poa_like,32,400,0.1,0.0,258.78461083877374,441.00898437499995,675.6826128768921,0.619735107421875,0.380264892578125,485.10988281249996,2.0,consensus_scalability_simulation
poa_like,32,400,0.1,0.1,0.0,802.299998757,1484.254996697575,0.0,1.0,882.5299986327001,2.0,consensus_scalability_simulation
poa_like,32,400,0.1,0.25,0.0,870.099998757,1609.684996612825,0.0,1.0,957.1099986327,2.0,consensus_scalability_simulation
poa_like,32,400,0.2,0.0,178.94314462658676,566.6773437499999,920.5186460876463,0.3839794921875001,0.6160205078124998,623.3450781249999,2.0,consensus_scalability_simulation
poa_like,32,400,0.2,0.1,0.0,836.1999987570001,1546.9699966552002,0.0,1.0,919.8199986327002,2.0,consensus_scalability_simulation
poa_like,32,400,0.2,0.25,0.0,903.9999987570001,1672.3999965704502,0.0,1.0,994.3999986327002,2.0,consensus_scalability_simulation
